Genome,Ave_fit,Std_fit,Sum_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0]",7.713095432965113,4.2962180127362,3.4168774202289125,6.505524772801325,1.8894862052314303,22919,2,3
"[1, 1, 0, 0, 1]",6.400687568936786,4.848784910793669,1.551902658143117,6.4334821196325445,1.8466175074198616,46062,3,2
"[1, 1, 0, 1, 0]",6.290370496333977,4.738878187665889,1.551492308668088,6.328161933379747,1.8266552599434716,46862,3,2
"[1, 1, 0, 1, 1]",4.314236560409755,5.116051763052813,-0.8018152026430574,6.412521183055277,1.7593567641448475,53029,4,1
"[1, 1, 1, 0, 0]",6.934913077598993,5.019558445064321,1.9153546325346715,6.508616945683576,1.8355487859935125,32835,3,2
"[1, 1, 1, 0, 1]",4.409532226433218,5.211151674777767,-0.8016194483445487,6.45542246006322,1.795458997310457,97947,4,1
"[1, 1, 1, 1, 0]",4.529909414277727,5.39547909723004,-0.8655696829523132,6.614822766769406,1.8227814329195062,15373,4,1
"[1, 1, 1, 1, 1]",0.0,0.0,0.0,6.542296721274978,1.684375331903793,89139,5,0
"[1, 0, 0, 0, 0]",7.534175796094943,4.0236551564674965,3.5105206396274466,6.412773941385158,1.767615792927102,88245,1,4
"[1, 0, 0, 0, 1]",7.540963199443244,4.040167278913889,3.500795920529355,6.339316820519968,1.6897449197722312,60497,2,3
"[1, 0, 0, 1, 0]",7.4395969695192985,4.114708197760899,3.3248887717584,6.3827682514816795,1.7698084839945962,40060,2,3
"[1, 0, 0, 1, 1]",6.198051307643372,4.817937316559161,1.3801139910842108,6.531339843939071,1.9012870741640344,22746,3,2
"[1, 0, 1, 0, 0]",7.172148508229255,4.310473737923714,2.861674770305541,6.400890030888551,1.7664907167390251,87956,2,3
"[1, 0, 1, 0, 1]",6.405549205290979,4.8128248651310575,1.5927243401599211,6.446964374541515,1.773618739849441,34831,3,2
"[1, 0, 1, 1, 0]",6.157505402036753,4.828562353411528,1.3289430486252245,6.4029211151613215,1.8665279028907682,5252,3,2
"[1, 0, 1, 1, 1]",4.443339223694047,5.139393307063834,-0.6960540833697868,6.469724949787943,1.8373264016104187,62416,4,1
