Genome,Ave_fit,Std_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0]",8.313307792967494,4.211536970727479,6.466456749391291,1.7515166052896243,91327,2,3
"[1, 1, 0, 0, 1]",7.0893395155319245,5.011404853402487,6.465418735718335,1.7695425335523518,46277,3,2
"[1, 1, 0, 1, 0]",6.715793831397206,4.9430340686288865,6.505718935014357,1.7414487385877437,90094,3,2
"[1, 1, 0, 1, 1]",4.395930815426411,5.07376595178582,6.314084211103863,1.805337638680014,51873,4,1
"[1, 1, 1, 0, 0]",6.971499635186972,5.004826407285786,6.4819904793988865,1.7867303872895357,66484,3,2
"[1, 1, 1, 0, 1]",4.397801354008253,5.15924374486045,6.365905297457394,1.6891179515151897,25687,4,1
"[1, 1, 1, 1, 0]",4.396451539608012,5.242606659451352,6.295266899985871,1.728417913862318,1653,4,1
"[1, 1, 1, 1, 1]",0.0,0.0,6.4899330066152485,1.739585926431862,67906,5,0
"[1, 0, 0, 0, 0]",8.845143724155982,3.8265020170890653,6.488792342555944,1.788510717130685,92364,1,4
"[1, 0, 0, 0, 1]",7.982007709037823,4.4386378075937865,6.419013579829791,1.7528447502771436,54138,2,3
"[1, 0, 0, 1, 0]",7.924250168032548,4.359496405308751,6.468909636859191,1.763769921767927,98530,2,3
"[1, 0, 0, 1, 1]",6.888393681135405,5.000802037132352,6.554365085239916,1.8421345443743045,1274,3,2
"[1, 0, 1, 0, 0]",8.006053498681645,4.348173851303678,6.483058477440064,1.7337471073366597,19988,2,3
"[1, 0, 1, 0, 1]",7.158431143576388,5.156206362955687,6.497080373526602,1.8654669915696012,52660,3,2
"[1, 0, 1, 1, 0]",6.508573033234277,4.993900576005592,6.509508297920786,1.7986922569835444,95250,3,2
"[1, 0, 1, 1, 1]",4.856525761997197,5.297539196210194,6.562823923183528,1.7248557432412552,85673,4,1
