Genome,Ave_fit,Std_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0]",8.820201133534209,3.903209711971935,6.348584782295531,1.6750578384799384,53012,2,3
"[1, 1, 0, 0, 1]",7.522955209547949,5.419012541355309,6.418549255270516,1.6770379762017986,76985,3,2
"[1, 1, 0, 1, 0]",6.322070943023548,5.282773562311765,6.582435294253027,1.8777672387908066,53121,3,2
"[1, 1, 0, 1, 1]",4.434521934851245,5.210323326433232,6.3886470846049805,1.7316447467608196,79606,4,1
"[1, 1, 1, 0, 0]",7.079688932532389,4.98433491553984,6.372769957970141,1.6729972777538031,75887,3,2
"[1, 1, 1, 0, 1]",4.348158235485631,5.288790893260173,6.4777969657933605,1.646462791941626,95106,4,1
"[1, 1, 1, 1, 0]",4.080556582729412,4.911065323675973,6.83067062307198,1.7834392656967764,57361,4,1
"[1, 1, 1, 1, 1]",0.0,0.0,6.315265595857728,1.7166431473502937,73065,5,0
"[1, 0, 0, 0, 0]",8.60357734100362,4.008690519147753,6.202048422137279,1.8196768646251307,69267,1,4
"[1, 0, 0, 0, 1]",8.076376875905481,4.020614808289312,6.304951951303821,1.5011427792206233,64350,2,3
"[1, 0, 0, 1, 0]",8.358602390951043,4.574081150725076,6.332794085829749,1.8844277836643273,55,2,3
"[1, 0, 0, 1, 1]",6.5363631565251445,4.669769623015895,6.165724442859415,1.6452363035617632,79146,3,2
"[1, 0, 1, 0, 0]",8.345857887570908,4.525195051511098,6.639555005320654,1.850000262121261,31923,2,3
"[1, 0, 1, 0, 1]",6.5993796497575525,4.688909617446786,6.418672209438728,1.8316214711535346,8058,3,2
"[1, 0, 1, 1, 0]",6.883473481258801,4.624200854730157,6.4712178728136625,1.629632875809633,44081,3,2
"[1, 0, 1, 1, 1]",4.284656127564312,4.89310450896664,6.235907099889746,2.086779028123493,94440,4,1
